sl_no,company,country,country_code,market_cap,diversity,stock_price_2015,stock_price_2016,stock_price_2017,stock_price_2018,stock_price_2019,stock_price_2020,stock_price_2021,stock_price_2022,stock_price_2023,stock_price_2024,expense_2015,expense_2016,expense_2017,expense_2018,expense_2019,expense_2020,expense_2021,expense_2022,expense_2023,expense_2024,revenue_2015,revenue_2016,revenue_2017,revenue_2018,revenue_2019,revenue_2020,revenue_2021,revenue_2022,revenue_2023,revenue_2024,market_share_2015,market_share_2016,market_share_2017,market_share_2018,market_share_2019,market_share_2020,market_share_2021,market_share_2022,market_share_2023,market_share_2024
743,Fivechat,Norway,NOK,12290000.0,56.2,909470000.0,73430000.0,4690000000.0,3430000000.0,4870000000.0,10460000.0,3490000000.0,2380000000.0,979590000.0,185530000000.0,45364749.63,74236205.27,79950075.79,15166542.81,2659299.24,30744955.98,70988986.31,75551924.76,14905364.18,84715666.64,65836389.93,45546518.01,26828990.52,66980173.12,12926477.59,89091042.43,46438378.54,13225522.55,21446515.47,91755651.13,68.21,38.23,83.4,51.93,97.08,37.68,51.19,64.39,23.67,71.32
145,Yamia,Colombia,COP,0.0,51.6,91020000000.0,471000000.0,200510000.0,90350000000.0,244930000.0,129259999.99999999,395820000.0,587960000.0,250050000.0,6660000.0,18738408.16,53712471.61,41337625.6,37538100.76,70431205.14,89810876.53,46654960.52,40938743.56,82920610.48,52662680.9,86613210.35,55579496.63,56166276.01,6244443.36,26212245.89,64223980.38,90662926.36,74258734.12,13067505.82,66474255.18,18.72,2.76,90.85,50.59,63.47,37.32,12.26,74.09,91.9,82.62
884,Rooxo,China,CNY,0.0,93.3,91020000000.0,462920000.0,113850000.0,2400000000.0,771820000.0,3400000000.0,1640000000.0,1090000000.0,0.0,228160000.0,8763646.21,25143245.25,636110.2,9396313.37,54665267.11,44707934.54,89565857.5,80740196.65,71209144.9,622070.4,78025642.01,42348666.06,15530746.1,87260419.19,82382046.54,61861514.83,77912897.72,39105996.47,43550871.3,23521537.58,97.21,86.97,41.61,16.51,29.72,44.61,21.12,6.75,20.05,70.41
244,Aimbu,China,CNY,5290000000.0,77.0,911470000.0,12470000000.0,1150000000.0,61780000.0,1450000000.0,43740000.0,403050000.0,19890000000.0,22360000.0,380100000.0,70261480.55,67655245.8,56464012.11,16522149.62,30968779.99,83798485.2,37723275.32,60101511.56,98846909.24,87117152.7,82476418.21,76560987.16,15180902.02,99092754.69,79410040.6,33667763.51,70223125.93,31948897.74,8203802.21,91278710.77,61.57,76.28,45.22,7.9,69.62,30.18,84.43,43.5,44.2,39.07
354,Aimbo,France,EUR,197920000.0,44.8,9120000.0,187280000.0,1920000000.0,3060000000.0,11630000000.0,0.0,618690000.0,192680000.0,3740000000.0,271310000.0,55648556.54,51755010.71,26539211.97,94017669.81,76847658.76,67242570.89,55135052.28,49819173.77,12161627.86,40254649.68,69827598.14,9206728.32,85841671.66,30851421.75,30852327.47,10544964.44,23506384.68,6388434.26,13811650.99,4628894.39,1.05,43.18,72.67,52.91,49.98,16.34,42.36,47.25,70.23,40.19
546,Photobug,China,CNY,393680000.0,75.7,914420000.0,56730000.0,2860000000.0,0.0,0.0,4269999999.9999995,663120000000.0,2950000000.0,127420000.0,0.0,94110747.06,24571815.41,33552705.62,85981172.28,30409760.24,76945618.57,48096699.63,16699823.19,22030568.01,66985340.94,53247225.24,64575240.64,21933010.75,18561439.65,3253781.95,74543630.15,81823713.74,13065826.18,60759645.81,41133589.92,19.46,29.44,97.41,47.71,7.31,40.43,2.51,83.54,43.53,15.38
637,Dabtype,China,CNY,0.0,47.2,91850000.0,156440000.0,271660000.0,124920000.0,0.0,226430000.0,4720000000.0,1280000000.0,303430000.0,2210000000.0,19577556.56,45642259.07,35709672.26,37278441.99,18911544.57,99357274.96,45729142.08,8154176.4,58954041.14,4696401.41,43301502.12,10685132.39,8542579.49,80463217.61,51004681.48,5053206.83,58478099.48,84466260.41,96209306.88,38617606.05,57.2,73.79,60.44,2.64,44.85,98.83,81.88,17.27,94.3,4.59
707,Oodoo,Panama,PAB,32900000000.0,38.3,92420000.0,22580000.0,2850000000.0,371880000.0,0.0,266519999.99999997,66959999.99999999,1840000000.0,43100000000.0,8150000000.0,59608614.56,94077238.45,66991869.38,1473284.43,41023280.48,66249512.92,96985309.99,2232088.23,59671857.39,11382197.26,58197246.24,80720829.95,36537571.35,10083024.97,78665064.63,66004483.09,6976295.64,61941017.67,6865908.75,72706912.25,93.24,98.4,81.79,7.65,52.93,90.89,55.69,69.59,64.17,54.94
149,Skivee,Russia,RUB,457290000.0,93.6,92420000.0,162820000.0,3860000000.0,94050000.0,0.0,275950000.0,0.0,6180000000.0,2910000.0,0.0,74658106.08,27906936.0,67441309.83,80246678.52,47153328.0,59403627.34,48677998.84,84241945.06,6211999.15,75538179.99,41022535.5,68863227.07,877813.48,54980024.46,1857742.29,83509118.22,90160700.21,23255824.41,99438003.89,22476919.45,71.25,29.48,56.04,68.51,15.87,84.58,57.47,74.07,74.24,47.61
820,Fatz,Palestinian Territory,ILS,0.0,28.1,92400000.0,2760000000.0,8430000000.0,52750000.0,542390000.0,608570000.0,9370000000.0,56640000000.0,3920000000.0,1130000000.0,43548078.21,81299119.95,20131215.19,35721094.46,55005920.8,9661754.21,51172314.75,63278266.18,75548848.17,41783389.3,1048600.13,18335313.29,37798997.78,52761335.82,54829567.81,55720904.7,44996053.77,65465482.05,85138592.52,28824480.32,45.23,94.1,93.02,34.07,65.88,34.66,60.72,97.67,68.8,7.48
746,Rhyloo,Lithuania,LTL,417920000.0,34.8,927600000.0,0.0,0.0,0.0,148350000.0,40780000.0,781270000.0,811570000.0,0.0,35100000.0,15594830.1,27216210.43,11439456.94,75897795.17,72424475.5,21282538.61,17001995.34,46177819.15,80941806.37,60084290.23,2028957.59,71432188.83,47905638.17,78016345.43,88359697.62,26476030.68,32357756.1,7201369.06,99396182.27,49066984.9,49.84,32.57,77.61,49.08,82.79,67.79,95.76,75.18,17.49,31.32
938,Kare,Thailand,THB,5720000000.0,72.5,931890000.0,1590000000.0,1040000000.0,1490000000.0,1770000000.0,828750000.0,6480000000.0,359110000.0,315270000.0,19870000000.0,25031270.19,19524497.01,65745857.87,10702520.99,6339011.04,4128084.15,46720606.11,31954937.93,64710916.48,33734615.4,85694725.53,4583026.85,82796988.13,84097300.01,66568753.83,62127434.47,56425254.46,10367672.36,14949848.6,43519598.93,86.33,33.38,98.06,97.64,17.11,84.15,14.31,68.91,68.76,84.6
537,Thoughtworks,Thailand,THB,2080000000.0,57.1,93370000.0,38270000.0,2220000000.0,0.0,674560000.0,1900000000.0,2710000000.0,0.0,1780000000.0,214420000.0,86193657.95,91808620.29,58151791.79,3322689.96,40616902.76,94823256.71,70561503.11,88613809.61,18625813.95,22794039.49,46191655.9,28394948.98,74341409.44,50777172.42,9806277.05,1566102.07,50769466.22,45239278.52,44460123.1,52656991.52,78.61,52.52,71.23,66.83,21.38,57.33,39.86,35.18,66.18,39.19
646,Vinder,China,CNY,629830000.0,77.2,9370000000.0,0.0,142060000.0,8020000000.0,47650000.0,57510000.0,0.0,25610000.0,592240000.0,57440000000.0,11787210.25,80328723.98,93082304.08,71789771.92,22418731.19,72260320.2,54682196.51,47534206.35,70865305.26,28087595.51,28997389.89,22380898.0,76427517.37,26413526.88,77861573.61,45768953.26,12498501.7,5096029.75,90495937.53,263629.98,18.61,42.55,51.93,1.2,31.78,22.76,91.19,25.63,77.15,20.65
834,Flashset,China,CNY,13320000000.0,66.3,9370000000.0,612600000.0,94210000.0,6580000000.0,1050000000.0,175260000.0,23910000000.0,87310000000.0,317190000.0,165720000.0,44740996.12,48221858.6,11794493.23,70886213.95,17368579.6,2996311.89,16927427.38,73895345.65,29266964.12,48109822.71,51798848.16,90742367.81,1763050.04,53436059.05,34290871.27,33068075.6,21139018.47,89044824.77,19130080.68,21970821.66,79.68,29.01,70.44,29.41,17.59,3.56,4.34,18.19,94.46,61.93
3,Quinu,China,CNY,26320000.0,83.0,939020000.0,1170000000.0,54950000.0,104110000.0,154120000.0,304810000.0,1350000000.0,3640000.0,605330000.0,506020000.0,60673981.71,99678457.47,36398868.22,53414162.46,75717239.66,74607668.87,75058132.59,56039420.16,49923900.92,77376554.73,61952007.92,4793577.98,11203927.55,47853775.7,58030133.87,61362949.8,82140301.96,48313197.44,93840692.0,33385086.57,89.76,5.96,14.47,34.17,47.13,98.81,21.61,24.12,39.43,95.5
468,Tagcat,Sweden,SEK,62000000.0,44.1,93960000.0,150620000.0,121110000.0,1310000000.0,308890000.0,0.0,10760000000.0,2610000000.0,28190000.0,96200000.0,78513341.15,90964120.94,36163069.94,1719810.44,59720125.1,5199059.4,24758641.77,29036895.94,60303121.82,81309822.91,88411276.09,12296861.56,23479079.64,28097016.95,71515835.9,87340053.38,36458830.45,32838325.82,99513723.71,54630770.44,97.57,54.56,93.41,99.12,56.12,34.86,78.33,50.57,79.7,9.29
363,Devify,Poland,PLN,442250000.0,74.6,94060000.0,0.0,56180000000.0,2089999999.9999998,11290000.0,7240000000.0,463930000.0,184040000.0,897420000.0,605760000.0,37660724.57,53975533.3,80806640.26,84508272.52,47324776.95,48225668.14,68178738.3,49828105.91,21048075.03,67017531.58,71843317.93,35704627.6,98508880.55,68399176.58,97276782.26,36093148.41,37229547.47,78417543.2,27528557.52,94440354.98,7.01,66.11,82.58,67.59,34.16,23.05,37.4,34.48,21.46,67.77
430,Gabtune,Malaysia,MYR,445080000.0,60.5,94540000.0,0.0,1020000000.0,1310000000.0,10270000000.0,55300000.0,1350000000.0,0.0,2400000.0,702500000.0,69231854.74,3296651.92,72743671.5,83654918.49,4077831.72,49917016.95,97974481.86,90282592.74,3325979.88,19475628.08,68696082.43,6125445.17,51721146.67,32018448.62,32890238.32,33309525.15,17353226.66,52917811.59,31171989.18,99562988.39,56.0,90.97,28.55,3.73,68.74,3.19,8.19,16.35,84.81,81.77
581,Vipe,China,CNY,80040000.0,41.0,947480000.0,11130000000.0,3680000000.0,0.0,44740000.0,332640000.0,42800000.0,15820000.0,224110000.0,5050000.0,7921393.21,22304600.18,72347851.99,66239261.41,86840091.94,27433651.64,87795246.89,29497457.18,93313274.23,72516969.66,58889480.36,73702533.51,64469886.6,45647223.33,3089272.45,67808948.64,95591054.15,44729858.68,53585404.97,96900960.49,6.97,70.05,27.87,53.5,57.51,35.3,58.77,2.81,82.25,92.1
991,Meezzy,Bosnia and Herzegovina,BAM,2250000000.0,73.0,947690000.0,3400000000.0,296280000.0,32900000000.0,0.0,575500000.0,405530000.0,0.0,101590000.0,0.0,74085885.26,83064760.79,53647045.31,51241365.07,41300663.22,21056638.97,10231696.82,43681791.41,95169664.69,74811491.6,74593407.85,52055017.09,20204918.9,17014226.06,82650657.46,37831267.37,86140668.43,35253350.5,74083972.63,55700345.84,23.95,89.79,82.3,94.78,35.55,18.64,24.36,67.03,89.64,74.15
114,Eamia,Russia,RUB,238940000.0,21.5,947690000.0,5270000.0,4450000000.0,605930000.0,0.0,281360000.0,4370000000.0,180820000.0,581410000.0,0.0,5187094.95,79149509.35,21492068.78,88305356.39,30901388.66,27164090.48,6830053.68,42252555.79,6650114.19,63469021.22,59472980.98,53646194.51,521457.49,17121331.84,97931192.89,87618657.27,78690808.78,42957195.68,88243354.97,55833460.69,36.56,23.09,54.8,74.99,77.75,96.07,91.1,36.39,80.56,83.7
359,Wikizz,Russia,RUB,22370000.0,64.6,95340000.0,7200000000.0,48400000.0,9390000.0,0.0,666230000.0,0.0,2300000000.0,0.0,708760000.0,29379614.31,94951930.82,67057130.53,75835099.44,64796482.54,39587869.83,9605612.68,6898448.24,56000589.25,25068896.27,12988378.26,11458209.14,69392405.91,654702.17,75076280.02,17581623.58,27045124.98,18454086.43,69156923.31,92934839.24,77.82,60.84,53.12,37.64,83.35,99.14,36.55,87.87,45.56,24.35
279,Avavee,Czech Republic,CZK,207390000.0,84.9,9540000000.0,2600000000.0,71500000000.0,8330000.0,142710000.0,192720000.0,178860000.0,8369999999.999999,25630000.0,324650000.0,82618437.17,85446176.6,47124612.68,78603307.11,94131522.35,61999376.29,26957319.93,13588822.84,83697663.14,67660262.7,35408509.25,82016650.51,34233130.25,46565131.8,93681950.58,76805523.56,27874002.41,54638547.92,1468859.76,54772007.81,98.51,88.52,6.55,37.38,54.97,29.19,53.89,90.71,32.33,85.87
131,Npath,China,CNY,202440000.0,35.4,95540000000.0,690580000.0,0.0,2410000000.0,315630000.0,180820000.0,539980000.0,689020000.0,473870000.0,1870000000.0,14909734.07,92929350.79,60101376.35,71357861.67,55815948.42,14960463.98,16972590.26,25824899.38,82416161.43,14094993.61,82778679.98,13947672.91,2639688.83,82465797.54,65080424.34,72330269.65,54352387.65,84420888.34,36720275.23,54933320.15,35.68,98.99,71.1,42.95,67.88,4.27,20.23,95.16,38.95,45.91
958,Muxo,Thailand,THB,27060000000.0,38.9,955690000.0,0.0,0.0,0.0,182920000.0,27170000000.0,0.0,1610000000.0,388090000.0,0.0,69092226.03,10115396.22,14161362.43,95693736.41,43417644.87,14342025.91,46951677.73,25553070.19,24212899.8,69780416.89,2105489.11,50971343.46,73520093.75,2329840.89,2278242.6,76767691.1,81053461.67,23229803.73,64830564.49,99193600.31,37.03,89.62,58.71,77.34,2.25,3.53,69.52,95.95,45.39,91.1
362,Photobug,Azerbaijan,AZN,0.0,67.9,955690000.0,4800000000.0,39320000.0,35470000.0,6580000000.0,143390000.0,7200000000.0,0.0,83660000000.0,1240000000.0,88791376.82,66586869.59,16950009.13,8245205.52,75880939.56,32492422.28,95092401.82,46249132.03,52864532.87,62564355.93,77077594.94,3942227.93,88212885.71,97686567.09,63194339.51,17193981.74,61995208.29,79200500.37,34774925.78,24443530.63,42.06,35.14,94.67,16.87,62.93,52.34,89.8,95.56,85.61,27.11
186,Flashpoint,Colombia,COP,12160000.0,48.7,96240000000.0,1030000000.0,0.0,14070000.0,361050000.0,33490000.000000004,6110000.0,2340000000.0,28160000000.0,1600000000.0,91209504.94,34164732.65,89790429.39,47631961.42,54562507.32,59259463.84,26021573.65,762127.15,8120979.29,76031383.23,90592380.92,6175624.82,23803369.47,88248531.88,35293925.52,37594645.15,67943012.67,12641777.73,11588024.3,7047277.81,49.28,71.84,54.57,10.52,50.7,86.41,70.84,19.97,20.42,99.37
428,Realbridge,Albania,ALL,118130000.0,46.5,967780000.0,2150000000.0,7490000000.0,153620000.0,1510000000.0,655590000.0,4430000000.0,1450000000.0,4320000000.0,0.0,60179407.29,66467581.96,33959973.56,36230890.17,59928891.27,91815363.28,92039540.62,3098944.37,26327208.15,14881698.23,86682758.21,25565483.98,31848419.67,71131095.44,4808756.37,22879135.07,46720011.16,46806419.24,45981551.87,39484225.03,92.73,81.02,44.16,18.81,48.34,57.29,21.02,29.74,60.48,48.39
275,Bubblebox,Brazil,BRL,2310000.0,62.6,96770000.0,383640000.0,276700000.0,1900000000.0,13780000.0,0.0,4230000000.0000005,1100000000.0,13230000000.0,474650000.0,10514476.16,23115641.09,61794471.82,35386880.8,42669661.25,5256439.66,20289610.32,14457298.66,23167603.97,21493409.08,75394842.3,58940464.03,39972109.46,37125873.37,50444164.36,62101528.37,89435407.38,18709835.49,36714357.08,39888208.84,87.31,49.69,4.62,9.2,97.28,77.87,7.74,8.72,96.16,85.08
598,Gevee,Qatar,QAR,8640000000.0,82.6,970140000.0,1340000000.0,0.0,28990000.0,0.0,276340000.0,1010000000.0,0.0,736770000.0,6700000000.0,13753732.7,67869047.67,98732823.75,85108427.08,77128939.48,45461419.51,2900773.48,74119139.14,29961628.94,78660443.19,23954061.13,11040745.14,20599774.55,39581470.66,35004591.06,74204263.44,86340143.97,74394787.79,8726708.09,47279325.62,34.1,92.51,56.63,99.37,19.95,62.4,72.67,27.84,5.73,25.43
139,Jabbercube,Botswana,BWP,272970000.0,53.5,9710000000.0,256070000.0,49290000000.0,22670000.0,468650000.0,0.0,0.0,842990000.0,6560000000.0,0.0,83340952.86,85159866.85,77622385.21,3108378.17,75607192.56,15736228.43,10190920.84,57655025.65,69075727.01,21278561.7,71341410.41,12827990.6,90110873.55,65765954.06,54745362.36,15183413.26,11868279.16,71917101.0,96445608.71,49312631.86,78.09,7.54,47.15,58.38,84.65,86.71,52.99,14.66,69.99,78.51
439,Quinu,Brazil,BRL,276210000.0,75.1,9710000000.0,1290000000.0,1950000000.0,10740000000.0,352510000.0,16120000.000000002,520750000.0,33200000000.000004,3470000000.0,21760000.0,81364077.71,64867631.99,47074672.14,12374145.7,82234933.7,75461921.25,93522480.9,33803880.92,13074191.19,46104745.96,1694644.8,93517165.75,81887001.23,74651359.67,52061282.07,43501425.0,80962012.43,44930607.28,42027955.02,71699256.26,33.1,23.84,27.14,15.33,17.78,2.87,30.66,16.89,4.41,40.11
561,Youopia,Indonesia,IDR,28130000.0,99.8,9710000000.0,5430000000.0,10910000.0,0.0,256070000.0,1070000000.0000001,370330000.0,386580000.0,305910000.0,174890000.0,31029216.43,66074703.32,71674542.17,2583499.24,90610360.54,47344912.38,59194848.45,18586614.24,96633225.0,64986297.71,68058891.08,1432477.23,49906508.66,66335009.74,30081837.21,63242090.98,67333354.0,95220528.9,67051229.6,35573949.1,94.34,26.76,84.78,31.23,96.69,9.17,78.93,68.66,95.46,63.08
592,Flashpoint,Indonesia,IDR,240930000.0,33.0,975820000.0,213380000.0,791400000.0,0.0,0.0,41590000.0,15230000000.0,276700000.0,1160000000.0,107350000.0,90884732.33,17383303.63,63867413.18,63495726.03,25945137.19,35220350.39,15317980.26,83790505.52,8478844.71,80893122.4,12386541.59,16882769.9,12340006.39,82554552.07,86958351.37,39421875.16,40767764.21,51487208.85,42520347.66,63551504.21,8.65,47.8,2.72,27.16,57.35,45.73,26.92,63.73,83.68,42.05
832,Skippad,Central African Republic,XAF,37850000.0,92.2,975870000.0,2520000000.0,0.0,1740000000.0,0.0,0.0,85860000.0,128910000.0,0.0,10200000000.0,96326404.07,72852053.71,20217897.43,1483922.73,27244113.97,44908202.53,94320393.67,68754643.79,98683419.09,98153144.9,3212297.0,36124484.19,37433118.43,98958399.44,16281920.58,4302933.79,87605624.64,17618117.17,56736560.73,64246794.75,97.44,45.76,1.47,41.07,73.01,16.42,97.65,54.39,90.77,23.63
343,Dabjam,Panama,PAB,39220000000.0,71.4,975870000.0,0.0,0.0,5100000000.0,0.0,0.0,847460000.0,633570000.0,22730000.0,0.0,21460502.82,68791484.61,18575402.53,97227735.61,65374184.09,58644484.32,34590805.39,23252217.64,94230890.43,35320252.88,19889474.61,45499474.59,77659732.88,76076594.35,48291628.07,44245410.85,42042413.13,82649944.62,12576936.19,7657412.12,3.47,92.57,15.8,52.93,21.54,29.1,75.68,88.78,92.9,77.49
633,Brainverse,Vietnam,VND,483460000.0,40.6,98200000000.0,426470000.0,5650000000.0,1320000000.0,17980000000.0,21910000.0,0.0,0.0,182870000.0,741770000000.0,80675034.89,95064725.06,15005336.36,76890919.5,73636468.2,77483653.45,52176631.9,25991054.87,6428324.99,23370248.18,52460500.3,53781885.75,28117545.44,18715712.06,37341765.7,28734800.54,38402263.87,56410518.01,2821175.79,82052808.84,4.82,41.75,35.62,17.4,16.34,75.8,83.39,29.53,65.38,84.44
490,Zooxo,Japan,JPY,0.0,74.3,98940000.0,2850000000.0,90210000000.0,2330000000.0,741390000.0,2700000.0,317400000.0,16610000.0,0.0,124750000.0,13210599.05,88414672.12,78333967.34,45506685.73,7719557.09,33743675.24,82136284.92,69915820.16,68530152.7,61115442.53,31932429.35,72014054.21,83866258.2,60078947.84,20405998.18,68317898.42,73129605.53,33122109.84,67046910.13,94757960.18,59.37,91.87,8.32,62.42,84.7,35.94,68.25,82.27,79.48,7.48
908,Quamba,Colombia,COP,3080000.0,53.2,9890000.0,79800000.0,164160000.0,0.0,7900000000.0,412440000.0,273460000.0,0.0,3430000000.0,1280000000.0,31197218.15,35868733.38,24244845.24,67630184.88,27100280.95,87319773.67,22443039.33,43418948.84,50400214.65,84764726.48,38261085.38,21231432.76,27958951.07,59228910.26,57253481.1,18081454.87,90102549.4,99692491.63,95120952.54,39229974.3,18.3,82.12,24.93,96.83,2.01,1.71,49.54,77.11,73.26,24.58
749,Zoovu,Vietnam,VND,2770000000.0,67.7,99120000.0,4190000000.0000005,14240000.0,0.0,9620000.0,258420000.00000003,543150000.0,598910000.0,267890000.0,222970000.0,75331389.66,37300376.89,40643048.12,24392716.3,45977765.94,88267667.96,5850771.58,42057091.95,26555057.58,90043348.86,37419373.93,37168544.26,53492192.37,25024921.18,43087098.11,69718562.04,20468989.06,86863099.6,74168266.18,17852281.67,10.03,94.2,16.39,73.59,25.86,94.48,91.22,48.84,28.19,45.48
681,Wikibox,China,CNY,10250000000.0,53.9,99140000.0,139990000.0,7130000000.0,0.0,120190000.0,1020000000.0,34200000.0,592880000.0,196970000.0,724860000.0,22146336.1,26786217.51,61218078.24,71227964.02,80187518.43,60759438.52,40564367.25,77859247.1,44208741.28,59792994.59,21493853.76,37458769.88,25428524.22,7256742.21,36433025.09,19950929.91,43884292.76,30492771.79,61575368.22,80850885.05,55.88,50.72,17.44,90.01,20.71,90.77,27.0,69.25,72.64,90.89
855,Zazio,China,CNY,1260000000.0,42.4,9900000000.0,737050000.0,177400000.0,548610000.0,552620000.0,222610000.0,90190000.0,2250000000.0,145930000.0,308110000.0,15329747.44,7212154.78,4123600.12,71915851.65,76940663.5,25272523.51,38925150.13,48782273.48,99929235.08,45930125.77,43844022.01,14261015.12,42418555.51,5094707.6,10996140.97,96368982.29,3085529.56,28294343.73,98609173.65,70131745.45,54.37,33.61,8.19,49.97,90.98,13.12,46.85,58.34,25.37,60.16
68,Flashset,China,CNY,123810000.0,71.7,0.0,1530000000.0,11670000000.0,81480000.0,4390000.0,0.0,836200000.0,62920000.0,14400000000.0,54180000000.0,92953549.23,88875957.9,84992520.63,62382282.88,32898128.34,78514718.65,40681590.83,30084948.9,43306622.35,25677760.92,47437899.28,41002622.22,69758952.05,88447338.67,58439771.4,18314986.1,67907884.47,14151473.01,43829860.52,54584435.54,23.06,11.02,73.85,93.99,21.76,20.73,79.84,92.14,90.44,81.46
602,Photobean,Portugal,EUR,763430000.0,95.3,0.0,328940000.0,695780000.0,0.0,203620000.0,3650000000.0,2290000000.0,49950000000.0,110170000.0,47480000.0,11990993.01,62280980.37,29051554.71,58041042.88,13534381.83,74974980.75,10341880.82,59925450.04,89802215.74,62616529.6,5953052.4,50121311.95,85631127.24,6124483.59,46596293.68,58808574.56,40296440.9,89528456.71,91805737.66,95724814.1,67.39,83.91,97.79,62.57,41.67,45.81,99.69,63.88,56.26,62.5
603,Dazzlesphere,China,CNY,347780000.0,20.3,0.0,2930000000.0,462310000.0,349220000.0,54660000.0,457290000.0,222970000.0,57090000.0,8439999999.999999,0.0,84458.98,80588596.22,90820450.48,41116613.78,84026567.81,63507068.89,94878284.75,70434146.33,64251303.26,15118681.71,83303496.03,34657981.89,70390657.78,78438906.18,67819658.72,81570562.17,83728992.38,60631152.81,11990751.05,82639758.43,13.41,84.62,4.69,79.65,77.22,96.81,52.35,73.96,46.01,66.44
604,Innotype,Cameroon,XAF,310860000.0,97.3,0.0,0.0,1590000000.0,10310000000.0,287940000.0,150430000.0,0.0,5190000000.0,4840000000.0,1660000000.0,9722150.05,78042647.39,81094135.78,18171600.8,69449744.81,52258794.24,29419855.42,6031032.8,77224346.63,14489706.01,90775156.23,18164854.32,65354238.72,82180135.2,51565322.7,72961798.09,23402718.4,15154030.12,18455733.49,6015193.48,6.74,99.44,16.2,53.67,99.68,51.81,64.8,8.31,32.79,65.67
607,Zoombox,China,CNY,184660000.0,76.9,0.0,0.0,2920000000.0,12310000.0,18930000000.0,796590000.0,23910000000.0,1770000000.0,541620000.0,177400000.0,97207030.15,33142421.83,50576147.27,78542592.19,74745288.37,85930252.06,55140570.2,55724473.19,83067344.77,12643880.67,95717586.63,95479294.56,61473405.78,42216896.04,18475363.26,43119652.33,78012576.43,27461237.24,14868610.79,65649859.3,47.46,54.83,60.87,20.41,44.06,15.35,37.75,84.31,67.69,91.14
608,LiveZ,Sweden,SEK,206360000.0,93.4,0.0,24230000.0,2620000000.0,16850000000.000002,3170000000.0,311580000.0,27340000.0,258600000.00000003,6680000.0,26320000.0,56843942.31,88245353.37,66440062.31,28300782.7,26919710.87,63983749.87,24497529.43,78365145.88,16045284.71,75032971.41,99520515.91,59598897.04,37252504.14,19674131.74,72714339.29,4867519.75,8363833.27,58682278.31,84161564.34,10434020.36,10.57,61.1,29.25,12.36,95.08,72.25,5.56,82.55,92.09,34.04
610,Flashspan,Indonesia,IDR,824000000.0,49.8,0.0,189190000.0,1240000000.0,2240000000.0,0.0,0.0,51490000000.0,84950000.0,7180000000.0,2520000000.0,14766818.93,46576941.29,25840005.13,51603660.74,91334104.24,38148730.59,46068594.84,23079248.16,85543924.86,15149020.64,67490182.51,40731768.49,25314556.41,84894638.98,2937542.97,74168172.48,28109530.88,86268242.67,202178.51,98810108.1,96.17,40.0,62.19,38.36,25.25,10.17,17.84,33.19,24.78,7.77
611,Innojam,Philippines,PHP,0.0,32.1,0.0,537110000.0,180400000.0,2630000000.0,1360000000.0,106470000.0,1730000000.0,0.0,0.0,323600000.0,59788724.92,66183322.2,49221921.3,71375570.03,20381850.68,75078124.09,57100496.38,82979490.0,84347874.66,21775547.9,13390345.44,67872961.94,38180136.38,33650649.89,29713921.04,70510284.42,95752542.97,52160466.94,26039164.36,48853230.86,3.46,53.38,97.35,84.39,11.86,52.35,4.93,96.38,65.95,75.36
584,Twiyo,Portugal,EUR,791400000.0,49.3,0.0,1510000000.0,2850000000.0,0.0,233930000.0,278180000.0,25920000.0,214420000.0,341720000.0,10250000000.0,56147967.48,20380311.92,17716526.75,17689756.92,51196010.72,16236173.58,78965166.36,97226437.4,84188410.34,49403894.05,93343570.42,72837528.81,54828704.17,53591029.51,46563371.98,87762649.48,6904317.7,33451030.73,54200055.57,67855607.32,54.43,26.56,83.67,33.49,91.69,9.46,78.12,30.96,7.03,64.22
578,Meeveo,Greece,EUR,125210000.0,40.4,0.0,877030000.0,2000000000.0,1850000000.0,12620000000.0,3770000000.0,0.0,0.0,3100000000.0,0.0,35893711.86,21122029.15,60345528.49,83482935.77,76333233.07,15124012.03,71685451.51,46277410.77,27156406.05,5277400.66,96301527.41,65296872.45,85877580.67,74825798.33,87633663.15,98163760.41,53728096.2,95670469.65,72085392.35,10652783.86,38.88,86.37,6.11,52.67,75.25,6.92,24.18,51.12,38.77,26.94
619,Mita,Nigeria,NGN,23790000000.0,82.3,0.0,0.0,136040000.0,345320000.0,4830000000.0,4380000000.0,0.0,915550000.0,0.0,309130000.0,7460807.84,65590763.07,60536335.24,41278482.45,80543419.8,18582872.45,64380521.15,36609700.66,37165769.15,61657565.06,48818286.1,98066432.0,83432467.47,48736090.35,49010598.17,30765564.78,39942813.99,49930662.29,39664012.54,17223144.23,40.87,6.8,13.19,90.59,17.06,57.66,8.92,95.92,64.14,51.15
576,Zoombeat,Philippines,PHP,3450000000.0,84.8,0.0,216490000.0,71220000.0,1810000000.0,548610000.0,61250000000.0,1110000000.0,288750000.0,48400000.0,146320000.0,13044334.15,77980954.02,89354771.8,81929116.87,62016708.94,31764719.79,28386754.3,54017756.5,25191208.12,1768066.25,93117947.46,82396196.9,77853369.66,94236456.66,26329598.03,10793062.1,32527864.05,96782010.65,92884728.89,66365702.5,27.63,88.76,50.32,98.11,28.72,6.93,72.81,1.6,11.85,10.23
